Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2,Pressure PRED (bar),OriginalIndex,Fold,Replicate
methane,74-82-8,n-heptane,142-82-5,0.064,38,0.936,13.7895,C,CCCCCCC,23.674015,306,1,2
methane,74-82-8,n-butanol,71-36-3,0.102,30,0.898,60.7,C,CCCCO,54.16906,297,1,2
h2,1333-74-0,chlorobenzene,108-90-7,0.0104,23,0.9896,39.2,[HH],C1=CC=C(C=C1)Cl,31.760536,79,1,2
h2,1333-74-0,cyclohexane,110-82-7,0.0048,30,0.9952,12.02,[HH],C1CCCCC1,15.219254,99,1,2
h2,1333-74-0,benzene,71-43-2,0.0076,30,0.9924,27.44,[HH],C1=CC=CC=C1,14.006699,69,1,2
h2,1333-74-0,chlorobenzene,108-90-7,0.004,23,0.996,14.1,[HH],C1=CC=C(C=C1)Cl,15.865826,73,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.03,33,0.97,38.7,[HH],COC,50.313354,132,1,2
h2,1333-74-0,n-propionaldehyde,123-38-6,0.05,39,0.95,125.0,[HH],CCC=O,118.66757,200,1,2
n2,7727-37-9,1-propanol,71-23-8,0.0037,25,0.9963,9.415,N#N,CCCO,8.486771,333,1,2
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0407,50,0.9593,130.0,[HH],CC(=C)C1=CC=CC=C1,117.21701,63,1,2
n2,7727-37-9,1-propanol,71-23-8,0.0013,25,0.9987,3.445,N#N,CCCO,5.5052795,331,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.072,33,0.928,79.9,[HH],COC,104.73608,138,1,2
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.016,50,0.984,66.80000000000001,[HH],COCCOCCOCCO,76.78726,22,1,2
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.007,40,0.993,69.94,C,COCCOCCOCCO,34.720833,240,1,2
n2,7727-37-9,acetonitrile,75-05-8,0.0099,31,0.9901,31.151,N#N,CC#N,49.75144,361,1,2
methane,74-82-8,ethanol,64-17-5,0.053,25,0.947,43.16,C,CCO,57.03802,282,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.0529,35,0.9471,52.6,N#N,COC,56.920696,395,1,2
h2,1333-74-0,n-propionaldehyde,123-38-6,0.075,20,0.925,100.0,[HH],CCC=O,142.66559,191,1,2
h2,1333-74-0,methyl formate,107-31-3,0.005,18,0.995,27.1,[HH],COC=O,13.189297,166,1,2
n2,7727-37-9,n-hexane,110-54-3,0.0087,30,0.9913,6.5885,N#N,CCCCCC,12.306446,458,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.003,33,0.997,11.8,[HH],COC,8.86327,125,1,2
n2,7727-37-9,n-butyl acetate,123-86-4,0.0035,30,0.9965,4.1629,N#N,CCCCOC(=O)C,9.254814,446,1,2
h2,1333-74-0,toluene,108-88-3,0.0132,25,0.9868,42.7,[HH],CC1=CC=CC=C1,32.761864,216,1,2
h2,1333-74-0,acetonitrile,75-05-8,0.0169,25,0.9831,97.2,[HH],CC#N,62.473137,44,1,2
n2,7727-37-9,n-propionaldehyde,123-38-6,0.101,20,0.899,200.0,N#N,CCC=O,198.19603,470,1,2
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0569,40,0.9431,136.2,C,C1COCCN1C=O,115.39899,256,1,2
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0154,30,0.9846,28.838,N#N,CCC=O,27.99509,476,1,2
h2,1333-74-0,THF,109-99-9,0.0279,50,0.9721,86.10000000000001,[HH],C1CCOC1,94.66455,212,1,2
methane,74-82-8,n-butanol,71-36-3,0.087,30,0.913,50.9,C,CCCCO,47.51885,296,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.0808,25,0.9192,72.3,N#N,COC,76.76182,387,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.039,33,0.961,45.50000000000001,[HH],COC,66.222015,133,1,2
h2,1333-74-0,methyl formate,107-31-3,0.0026,18,0.9974,11.9,[HH],COC=O,8.400108,161,1,2
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0026,25,0.9974,4.52,C,C1COCCN1C=O,8.8749275,243,1,2
h2,1333-74-0,methyl formate,107-31-3,0.0071,18,0.9929,31.0,[HH],COC=O,18.557583,169,1,2
h2,1333-74-0,1-4-dioxane,123-91-1,0.0065,50,0.9935,28.6,[HH],C1COCCO1,33.905396,13,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.063,33,0.937,72.10000000000001,[HH],COC,96.149086,137,1,2
methane,74-82-8,ethanol,64-17-5,0.0234,25,0.9766,25.37,C,CCO,24.718323,281,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.058,15,0.942,71.4,[HH],COC,86.22606,122,1,2
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0041,50,0.9959,16.6,[HH],COCCOCCOCCO,34.617287,20,1,2
h2,1333-74-0,1-4-dioxane,123-91-1,0.0034,25,0.9966,18.95,[HH],C1COCCO1,13.362377,10,1,2
n2,7727-37-9,toluene,108-88-3,0.128,40,0.872,303.0,N#N,CC1=CC=CC=C1,298.24945,490,1,2
n2,7727-37-9,benzene,71-43-2,0.0106,30,0.9894,24.09,N#N,C1=CC=CC=C1,21.289669,368,1,2
n2,7727-37-9,1-propanol,71-23-8,0.0102,25,0.9898,25.481,N#N,CCCO,19.742546,336,1,2
h2,1333-74-0,toluene,108-88-3,0.004,30,0.996,12.22,[HH],CC1=CC=CC=C1,13.5505905,223,1,2
n2,7727-37-9,benzene,71-43-2,0.0106,20,0.9894,25.31,N#N,C1=CC=CC=C1,17.551876,363,1,2
n2,7727-37-9,methyl formate,107-31-3,0.0034,30,0.9966,8.4072,N#N,COC=O,13.03904,438,1,2
h2,1333-74-0,n-hexane,110-54-3,0.0411,25,0.9589,60.00000000000001,[HH],CCCCCC,62.297028,184,1,2
n2,7727-37-9,1-propanol,71-23-8,0.001,25,0.999,2.671,N#N,CCCO,5.1081886,330,1,2
h2,1333-74-0,acetone,67-64-1,0.0149,25,0.9851,52.8,[HH],CC(=O)C,34.918816,28,1,2
h2,1333-74-0,acetone,67-64-1,0.0059,50,0.9941,17.62,[HH],CC(=O)C,17.823605,33,1,2
n2,7727-37-9,acetone,67-64-1,0.025,50,0.975,43.8,N#N,CC(=O)C,58.518272,350,1,2
methane,74-82-8,toluene,108-88-3,0.15,40,0.85,70.8,C,CC1=CC=CC=C1,70.857124,327,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.013,33,0.987,23.2,[HH],COC,20.311184,129,1,2
methane,74-82-8,acetone,67-64-1,0.1116,25,0.8884,54.9,C,CC(=O)C,58.19747,261,1,2
h2,1333-74-0,acetonitrile,75-05-8,0.0174,25,0.9826,102.5,[HH],CC#N,64.71022,45,1,2
h2,1333-74-0,toluene,108-88-3,0.0096,30,0.9904,28.93,[HH],CC1=CC=CC=C1,24.775757,226,1,2
methane,74-82-8,acetone,67-64-1,0.0153,50,0.9847,10.6,C,CC(=O)C,16.429668,263,1,2
n2,7727-37-9,benzene,71-43-2,0.0131,20,0.9869,31.46,N#N,C1=CC=CC=C1,23.806717,365,1,2
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0327,25,0.9673,95.3,[HH],COCCOC,81.099014,3,1,2
methane,74-82-8,acetone,67-64-1,0.0994,50,0.9006,59.8,C,CC(=O)C,66.17498,269,1,2
h2,1333-74-0,ethanol,64-17-5,0.0067,18,0.9933,31.2,[HH],CCO,13.469269,156,1,2
h2,1333-74-0,DMF,68-12-2,0.006,50,0.994,33.2,[HH],CN(C)C=O,48.789604,146,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.0096,25,0.9904,15.1,N#N,COC,11.139706,381,1,2
n2,7727-37-9,1-propanol,71-23-8,0.002,25,0.998,5.136,N#N,CCCO,6.4257927,332,1,2
n2,7727-37-9,m-xylene,108-38-3,0.107,40,0.893,201.0,N#N,CC1=CC(=CC=C1)C,199.60965,443,1,2
h2,1333-74-0,benzene,71-43-2,0.0127,30,0.9873,46.01000000000001,[HH],C1=CC=CC=C1,23.278988,72,1,2
n2,7727-37-9,1-propanol,71-23-8,0.0385,25,0.9615,92.95,N#N,CCCO,83.04506,341,1,2
h2,1333-74-0,cyclohexane,110-82-7,0.0113,30,0.9887,26.87,[HH],C1CCCCC1,25.64384,104,1,2
n2,7727-37-9,ethanol,64-17-5,0.0335,25,0.9665,93.637,N#N,CCO,81.499825,423,1,2
n2,7727-37-9,1-propanol,71-23-8,0.0269,25,0.9731,66.036,N#N,CCCO,62.883804,339,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.032,15,0.968,43.50000000000001,[HH],COC,46.16004,118,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.006,15,0.994,11.7,[HH],COC,10.099911,112,1,2
methane,74-82-8,toluene,108-88-3,0.136,40,0.864,63.0,C,CC1=CC=CC=C1,66.383446,326,1,2
h2,1333-74-0,cumene,98-82-8,0.0367,50,0.9633,90.2,[HH],CC(C)C1=CC=CC=C1,90.9256,96,1,2
n2,7727-37-9,toluene,108-88-3,0.056,40,0.944,102.0,N#N,CC1=CC=CC=C1,127.44475,488,1,2
n2,7727-37-9,toluene,108-88-3,0.0049,30,0.9951,9.4249,N#N,CC1=CC=CC=C1,14.412727,484,1,2
h2,1333-74-0,ethyl formate,109-94-4,0.0091,18,0.9909,31.1,[HH],CCOC=O,15.711765,159,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.0308,45,0.9692,34.9,N#N,COC,33.7764,404,1,2
n2,7727-37-9,toluene,108-88-3,0.0079,30,0.9921,15.268,N#N,CC1=CC=CC=C1,19.22572,485,1,2
n2,7727-37-9,ethyl acetate,141-78-6,0.0043,30,0.9957,7.4645,N#N,CCOC(=O)C,8.822025,426,1,2
methane,74-82-8,ethanol,64-17-5,0.046,40,0.954,40.2,C,CCO,59.911133,286,1,2
h2,1333-74-0,toluene,108-88-3,0.0155,25,0.9845,50.2,[HH],CC1=CC=CC=C1,39.23164,217,1,2
h2,1333-74-0,n-butanol,71-36-3,0.0087,18,0.9913,31.0,[HH],CCCCO,13.552296,173,1,2
h2,1333-74-0,acetonitrile,75-05-8,0.0032,50,0.9968,15.54,[HH],CC#N,14.588329,46,1,2
h2,1333-74-0,DMF,68-12-2,0.0142,50,0.9858,82.5,[HH],CN(C)C=O,77.12859,151,1,2
h2,1333-74-0,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0076,50,0.9924,31.38,[HH],COCCOCCOCCO,47.475845,21,1,2
methane,74-82-8,n-butanol,71-36-3,0.065,50,0.935,40.3,C,CCCCO,46.12686,301,1,2
h2,1333-74-0,benzene,71-43-2,0.0056,30,0.9944,20.22,[HH],C1=CC=CC=C1,11.409027,67,1,2
h2,1333-74-0,THF,109-99-9,0.01,25,0.99,37.1,[HH],C1CCOC1,30.214087,208,1,2
h2,1333-74-0,acetonitrile,75-05-8,0.0062,25,0.9938,35.9,[HH],CC#N,15.264278,40,1,2
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.001,40,0.999,9.14,C,COCCOCCOCCO,21.156826,234,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.1265,45,0.8734999999999999,102.1,N#N,COC,128.11597,411,1,2
methane,74-82-8,acetone,67-64-1,0.067,25,0.933,35.5,C,CC(=O)C,39.034245,259,1,2
methane,74-82-8,cyclohexane,108-95-2,0.059,40,0.941,20.2,C,C1=CC=C(C=C1)O,43.571327,275,1,2
n2,7727-37-9,benzene,71-43-2,0.0106,40,0.9894,22.67,N#N,C1=CC=CC=C1,25.555119,373,1,2
h2,1333-74-0,toluene,108-88-3,0.0073,30,0.9927,21.96,[HH],CC1=CC=CC=C1,19.360813,225,1,2
methane,74-82-8,ethanol,64-17-5,0.124,40,0.876,118.9,C,CCO,105.39672,291,1,2
h2,1333-74-0,propanol,71-23-8,0.0031,18,0.9969,12.7,[HH],CCCO,7.362793,204,1,2
h2,1333-74-0,acetonitrile,75-05-8,0.0062,50,0.9938,29.2,[HH],CC#N,27.707108,47,1,2
methane,74-82-8,toluene,108-88-3,0.026,40,0.974,11.7,C,CC1=CC=CC=C1,23.815033,321,1,2
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0042,25,0.9958,11.59,[HH],COCCOC,13.866581,0,1,2
n2,7727-37-9,ethanol,64-17-5,0.0188,25,0.9812,54.153,N#N,CCO,51.825844,421,1,2
h2,1333-74-0,THF,109-99-9,0.0261,25,0.9739,96.6,[HH],C1CCOC1,82.72551,210,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.02,15,0.98,30.9,[HH],COC,25.519753,116,1,2
methane,74-82-8,n-butanol,71-36-3,0.095,50,0.905,60.7,C,CCCCO,61.020912,303,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.1112,35,0.8888,95.3,N#N,COC,107.42114,399,1,2
methane,74-82-8,n-butanol,71-36-3,0.021,30,0.979,10.6,C,CCCCO,14.04229,292,1,2
h2,1333-74-0,toluene,108-88-3,0.0044,25,0.9956,14.0,[HH],CC1=CC=CC=C1,13.311302,214,1,2
h2,1333-74-0,acetone,67-64-1,0.0209,25,0.9791,73.4,[HH],CC(=O)C,53.958218,30,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.055,25,0.945,52.6,N#N,COC,55.74871,385,1,2
n2,7727-37-9,acetone,67-64-1,0.035,30,0.965,69.5,N#N,CC(=O)C,70.24501,344,1,2
n2,7727-37-9,benzene,71-43-2,0.0144,20,0.9856,34.67,N#N,C1=CC=CC=C1,27.62572,366,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.0667,25,0.9333,61.9,N#N,COC,65.59672,386,1,2
methane,74-82-8,2-2-(2-methoxyethoxy)ethoxyethanol,112-35-6,0.0045,40,0.9955,43.54,C,COCCOCCOCCO,28.933561,237,1,2
h2,1333-74-0,DMF,68-12-2,0.0049,50,0.9951,27.5,[HH],CN(C)C=O,44.551514,145,1,2
methane,74-82-8,acetone,67-64-1,0.1443,25,0.8557,70.8,C,CC(=O)C,68.91077,262,1,2
n2,7727-37-9,toluene,108-88-3,0.032,50,0.968,70.4,N#N,CC1=CC=CC=C1,86.546295,492,1,2
methane,74-82-8,4-formylmorpholine,4394-85-8,0.0247,25,0.9753,48.4,C,C1COCCN1C=O,54.658966,246,1,2
h2,1333-74-0,chlorobenzene,108-90-7,0.0111,23,0.9889,43.0,[HH],C1=CC=C(C=C1)Cl,34.0348,80,1,2
n2,7727-37-9,phenol,108-95-2,0.009,55,0.991,60.4,N#N,C1=CC=C(C=C1)O,43.25464,479,1,2
h2,1333-74-0,ethyl formate,109-94-4,0.0051,18,0.9949,16.0,[HH],CCOC=O,9.978924,157,1,2
h2,1333-74-0,DMF,68-12-2,0.0094,25,0.9906,65.30000000000001,[HH],CN(C)C=O,56.07205,141,1,2
h2,1333-74-0,n-propionaldehyde,123-38-6,0.125,20,0.875,200.0,[HH],CCC=O,201.45094,195,1,2
h2,1333-74-0,DMF,68-12-2,0.0047,25,0.9953,32.8,[HH],CN(C)C=O,36.749855,139,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.047,15,0.953,64.4,[HH],COC,71.95462,121,1,2
n2,7727-37-9,acetone,67-64-1,0.044,30,0.956,87.0,N#N,CC(=O)C,84.71016,345,1,2
n2,7727-37-9,n-heptane,142-82-5,0.1205,40,0.8795,104.5,N#N,CCCCCCC,106.750824,454,1,2
methane,74-82-8,acetone,67-64-1,0.0434,25,0.9566,22.8,C,CC(=O)C,27.518906,258,1,2
h2,1333-74-0,alpha-methylstyrene,98-83-9,0.0068,50,0.9932,20.0,[HH],CC(=C)C1=CC=CC=C1,27.114513,58,1,2
h2,1333-74-0,1-2-dimethoxyethane,110-71-4,0.0162,25,0.9838,45.82,[HH],COCCOC,44.658638,1,1,2
n2,7727-37-9,phenol,108-95-2,0.0128,55,0.9872,80.3,N#N,C1=CC=C(C=C1)O,61.592434,481,1,2
n2,7727-37-9,dimethyl ether,115-10-6,0.0174,35,0.9826,23.2,N#N,COC,17.860016,392,1,2
n2,7727-37-9,acetonitrile,75-05-8,0.0071,31,0.9929,22.112,N#N,CC#N,34.36334,360,1,2
n2,7727-37-9,acetone,67-64-1,0.011,50,0.989,20.0,N#N,CC(=O)C,26.777802,348,1,2
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0045,30,0.9955,8.6081,N#N,CCC=O,8.174576,473,1,2
h2,1333-74-0,n-hexane,110-54-3,0.0114,25,0.9886,16.2,[HH],CCCCCC,17.452667,179,1,2
n2,7727-37-9,benzene,71-43-2,0.0131,30,0.9869,29.72,N#N,C1=CC=CC=C1,28.503756,370,1,2
h2,1333-74-0,dimethyl-ether,115-10-6,0.004,15,0.996,11.2,[HH],COC,8.754543,111,1,2
methane,74-82-8,acetone,67-64-1,0.0367,25,0.9633,17.1,C,CC(=O)C,24.199257,257,1,2
n2,7727-37-9,n-hexane,110-54-3,0.0003,30,0.9997,0.47367,N#N,CCCCCC,8.469624,455,1,2
n2,7727-37-9,ethyl acetate,141-78-6,0.0109,30,0.9891,18.8,N#N,CCOC(=O)C,15.133266,428,1,2
n2,7727-37-9,ethyl formate,109-94-4,0.0164,31,0.9836,29.204,N#N,CCOC=O,30.482525,435,1,2
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0103,30,0.9897,19.428,N#N,CCC=O,15.325283,475,1,2
n2,7727-37-9,ethyl formate,109-94-4,0.0113,31,0.9887,20.023,N#N,CCOC=O,18.579586,434,1,2
h2,1333-74-0,1-4-dioxane,123-91-1,0.0171,25,0.9829,94.6,[HH],C1COCCO1,68.19846,12,1,2
h2,1333-74-0,chlorobenzene,108-90-7,0.0144,23,0.9856,56.3,[HH],C1=CC=C(C=C1)Cl,44.530132,83,1,2
