Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0007,30,0.9993,1.7161,N#N,CCC=O
n2,7727-37-9,n-propionaldehyde,123-38-6,0.002,30,0.998,4.1685,N#N,CCC=O
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0045,30,0.9955,8.6081,N#N,CCC=O
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0071,30,0.9929,13.501,N#N,CCC=O
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0103,30,0.9897,19.428,N#N,CCC=O
n2,7727-37-9,n-propionaldehyde,123-38-6,0.0154,30,0.9846,28.838,N#N,CCC=O
n2,7727-37-9,phenol,108-95-2,0.0033,55,0.9967,40.3,N#N,C1=CC=C(C=C1)O
n2,7727-37-9,phenol,108-95-2,0.0068,55,0.9932,50.2,N#N,C1=CC=C(C=C1)O
n2,7727-37-9,phenol,108-95-2,0.009,55,0.991,60.4,N#N,C1=CC=C(C=C1)O
n2,7727-37-9,phenol,108-95-2,0.0105,55,0.9895,70.5,N#N,C1=CC=C(C=C1)O
n2,7727-37-9,phenol,108-95-2,0.0128,55,0.9872,80.3,N#N,C1=CC=C(C=C1)O
n2,7727-37-9,toluene,108-88-3,0.0009,30,0.9991,1.7265,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.0025,30,0.9975,4.7245,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.0049,30,0.9951,9.4249,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.0079,30,0.9921,15.268,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.0117,30,0.9883,22.713,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.0151,30,0.9849,29.495,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.056,40,0.944,102.0,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.097,40,0.903,200.0,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.128,40,0.872,303.0,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.018,50,0.982,36.4,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.032,50,0.968,70.4,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.062,50,0.938,141.7,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.088,50,0.912,211.7,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.109,50,0.891,277.5,N#N,CC1=CC=CC=C1
n2,7727-37-9,toluene,108-88-3,0.139,50,0.861,353.5,N#N,CC1=CC=CC=C1
